-58.679, 10.509, 41.175
-58.676, 10.409, 40.866
-58.674, 10.309, 40.554
-58.672, 10.209, 40.239
-58.669, 10.109, 39.922
-58.667, 10.009, 39.603
-58.664, 9.909, 39.281
-58.661, 9.809, 38.956
-58.659, 9.709, 38.629
-58.656, 9.609, 38.299
-58.653, 9.509, 37.966
-58.65, 9.409, 37.63
-58.648, 9.309, 37.291
-58.645, 9.209, 36.949
-58.642, 9.109, 36.603
-58.639, 9.009, 36.255
-58.636, 8.91, 35.903
-58.633, 8.81, 35.547
-58.63, 8.71, 35.188
-58.627, 8.61, 34.825
-58.624, 8.51, 34.459
-58.62, 8.41, 34.088
-58.617, 8.31, 33.713
-58.614, 8.21, 33.335
-58.61, 8.11, 32.951
-58.607, 8.01, 32.564
-58.604, 7.91, 32.171
-58.6, 7.81, 31.774
-58.597, 7.71, 31.372
-58.593, 7.61, 30.964
-58.589, 7.51, 30.552
-58.586, 7.41, 30.133
-58.582, 7.31, 29.709
-58.578, 7.211, 29.278
-58.574, 7.111, 28.841
-58.57, 7.011, 28.397
-58.566, 6.911, 27.946
-58.562, 6.811, 27.488
-58.558, 6.711, 27.022
-58.554, 6.611, 26.548
-58.55, 6.511, 26.065
-58.546, 6.411, 25.573
-58.541, 6.311, 25.072
-58.537, 6.211, 24.56
-58.532, 6.111, 24.037
-58.528, 6.012, 23.503
-58.523, 5.912, 22.956
-58.519, 5.812, 22.396
-58.514, 5.712, 21.822
-58.509, 5.612, 21.232
-58.504, 5.512, 20.625
-58.499, 5.412, 20
-58.498, 5.383, 0
-58.498, 5.383, 0
-57.502, -14.592, 0
endData
127
100
200
-58.622, 23.622, -58.641, 33.065, -59.024, 15.91, -58.498, 5.383
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":0.1,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes","signature":"V5RC 2025 - High Stakes","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"2nZkzQ9Pup","x":-58.622,"y":23.622,"lock":false,"visible":true,"heading":180,"__type":"end-point"},{"uid":"XzzgrM3HPB","x":-58.64106233855166,"y":33.06480150010894,"lock":false,"visible":true,"__type":"control"},{"uid":"wvyuMHa8Rl","x":-59.02419003454612,"y":15.910452522486061,"lock":false,"visible":true,"__type":"control"},{"uid":"EWoKZwTwls","x":-58.497829199215765,"y":5.383235815878747,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"DgwZH9u7op"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"x6yMu0XN5o","lock":false,"visible":true},{"segments":[{"controls":[{"uid":"1AVK0wGwaQ","x":-69.24037533845825,"y":0.02392549251501121,"lock":false,"visible":true,"heading":359.4,"__type":"end-point"},{"uid":"y27ZJaDdK9","x":-23.62204724409449,"y":23.62204724409449,"lock":false,"visible":true,"heading":60,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"vNOTWsiaUE"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"on2ADTeWOS","lock":false,"visible":true}]}
